created_at,level_date,symbol,price,strategy,category,engagement,score,level_type,session_context,volume,delta,hit_count,time_spent_mins,last_hit_timestamp,note
2025-09-05 09:52:14,2025-09-05,ES.v.0,6530.5,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.752677951230212,SELLING_TAIL,AM_SESSION,138443,0,148,17.55,2025-09-10 15:43:47,"Tail (46t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-05 11:10:34,2025-09-05,ES.v.0,6459.25,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,3.655906116330933,BUYING_TAIL,AM_SESSION,33131,105,0,0.0,,"Tail (30t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY]"
2025-09-05 10:22:53,2025-09-05,ES.v.0,6509.0,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,2.7419295872481997,GAP_ZONE,AM_SESSION,146334,0,570,45.71,2025-09-09 13:20:37,"Gap (126t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-08 16:29:55,2025-09-08,ES.v.0,6503.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,24028,0,342,32.0,2025-09-09 12:25:13,Vol: 24028 | Ratio: 0.00
2025-09-08 16:29:55,2025-09-08,ES.v.0,6505.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,9.960343688037012,MAGNET,PM_SESSION,23039,0,552,57.23,2025-09-09 12:54:51,Vol: 23039 | Ratio: 0.00
2025-09-08 13:52:43,2025-09-08,ES.v.0,6490.5,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,3.717779246530072,GAP_ZONE,PM_SESSION,1576,0,65,1.8,2025-09-09 10:44:41,"Gap (4t) [MODERATE: Vol=LOW, Δ=WEAK, Time=MIDDAY] [PM_WEAK]"
2025-09-09 16:29:59,2025-09-09,ES.v.0,6507.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,AM_SESSION,31131,0,0,0.0,,Vol: 16130 | Ratio: 0.00 + MAGNET
2025-09-09 10:43:45,2025-09-09,ES.v.0,6494.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.8943572337717445,BUYING_TAIL,AM_SESSION,53247,0,0,0.0,,"Tail (23t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-09 16:12:21,2025-09-09,ES.v.0,6526.5,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.2426813746287655,SELLING_TAIL,PM_SESSION,3753,0,107,10.78,2025-09-10 15:41:20,"Tail (9t) [WEAK: Vol=LOW, Δ=WEAK, Time=LATE]"
2025-09-10 16:29:58,2025-09-10,ES.v.0,6539.25,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,42993,0,7,0.02,2025-11-21 10:37:14,Vol: 21483 | Ratio: 0.00 + MAGNET
2025-09-10 10:01:56,2025-09-10,ES.v.0,6557.5,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,6.684491978609626,SELLING_TAIL,AM_SESSION,76174,0,902,50.47,2025-11-21 11:20:12,"Tail (20t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-11 16:29:59,2025-09-11,ES.v.0,6591.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,61583,0,1707,138.47,2025-11-21 11:35:56,Vol: 31106 | Ratio: 0.00 + MAGNET
2025-09-11 09:45:51,2025-09-11,ES.v.0,6569.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.44617444339763,BUYING_TAIL,AM_SESSION,126599,0,820,28.37,2025-11-21 11:21:36,"Tail (72t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-11 15:30:17,2025-09-11,ES.v.0,6595.25,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.958595725690484,SELLING_TAIL,PM_SESSION,102855,0,1755,105.25,2025-11-21 11:36:12,"Tail (20t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-09-11 10:00:01,2025-09-11,ES.v.0,6573.5,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,3.718946794267863,GAP_ZONE,AM_SESSION,37777,0,624,18.35,2025-11-21 11:24:01,"Gap (8t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-11 10:33:16,2025-09-11,ES.v.0,6580.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,2.6032627559875037,GAP_ZONE,AM_SESSION,24972,0,902,41.65,2025-11-21 11:28:01,"Gap (10t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=EARLY] [RECLASS: CHOP]"
2025-09-12 16:29:58,2025-09-12,ES.v.0,6587.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,26153,0,717,28.9,2025-11-21 11:35:03,Vol: 26153 | Ratio: 0.00
2025-09-12 15:42:05,2025-09-12,ES.v.0,6584.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.553079947575361,BUYING_TAIL,PM_SESSION,5582,0,722,31.93,2025-11-21 11:32:15,"Tail (8t) [MODERATE: Vol=MODERATE, Δ=WEAK, Time=LATE]"
2025-09-12 14:52:43,2025-09-12,ES.v.0,6603.75,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.91480996068152,SELLING_TAIL,PM_SESSION,6399,0,852,38.51,2025-11-21 13:20:02,"Tail (10t) [MODERATE: Vol=MODERATE, Δ=WEAK, Time=LATE] [PM_WEAK]"
2025-09-15 16:29:59,2025-09-15,ES.v.0,6612.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,9183,0,1733,123.58,2025-11-21 13:30:05,Vol: 9183 | Ratio: 0.00
2025-09-15 14:43:56,2025-09-15,ES.v.0,6607.5,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,4.382761139517896,BUYING_TAIL,PM_SESSION,2136,81,1082,61.84,2025-11-21 13:29:07,"Tail (9t) [WEAK: Vol=LOW, Δ=WEAK, Time=LATE] [PM_WEAK]"
2025-09-16 16:29:41,2025-09-16,ES.v.0,6611.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,15696,0,1390,54.14,2025-11-21 13:30:04,Vol: 8012 | Ratio: 0.00 + MAGNET
2025-09-16 09:40:59,2025-09-16,ES.v.0,6620.0,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,7.426025362732778,SELLING_TAIL,AM_SESSION,17011,0,1475,44.24,2025-11-21 15:59:58,"Tail (42t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-16 11:42:39,2025-09-16,ES.v.0,6605.0,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,4.2842454015766025,GAP_ZONE,AM_SESSION,1078,4,934,33.96,2025-11-21 13:27:33,"Gap (7t) [MODERATE: Vol=LOW, Δ=WEAK, Time=MIDDAY]"
2025-09-17 16:29:59,2025-09-17,ES.v.0,6661.25,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,AM_SESSION,86340,0,4556,275.28,2025-11-24 09:57:20,Vol: 22911 | Ratio: 0.00 + MAGNET
2025-09-17 14:54:17,2025-09-17,ES.v.0,6639.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,2.6313019682138723,BUYING_TAIL,PM_SESSION,125878,0,1818,87.21,2025-11-21 15:50:25,"Tail (116t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE] [PM_WEAK]"
2025-09-17 14:00:01,2025-09-17,ES.v.0,6676.25,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,2.6313019682138723,SELLING_TAIL,PM_SESSION,47917,0,4563,238.24,2025-11-25 09:50:20,"Tail (42t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE] [PM_WEAK]"
2025-09-18 16:29:57,2025-09-18,ES.v.0,6697.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,43275,0,4566,290.34,2025-11-25 10:05:35,Vol: 21996 | Ratio: 0.00 + MAGNET
2025-09-18 09:47:31,2025-09-18,ES.v.0,6687.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.671798819604824,BUYING_TAIL,AM_SESSION,146860,53,3916,229.75,2025-11-25 09:51:14,"Tail (71t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-18 10:30:00,2025-09-18,ES.v.0,6713.75,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,6.671798819604824,SELLING_TAIL,AM_SESSION,16929,0,4745,365.87,2025-11-25 10:29:53,"Tail (18t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-19 16:29:59,2025-09-19,ES.v.0,6725.0,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,10.0,ASK_ABSORPTION,PM_SESSION,13471,0,3356,249.2,2025-11-25 11:18:27,Vol: 13471 | Ratio: 0.00
2025-09-19 16:29:59,2025-09-19,ES.v.0,6721.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,7.691903259726605,MAGNET,PM_SESSION,17226,0,3618,210.57,2025-11-25 11:16:19,Vol: 17226 | Ratio: 0.00
2025-09-19 16:29:59,2025-09-19,ES.v.0,6709.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,7.660357518401683,MAGNET,PM_SESSION,16537,0,4597,356.99,2025-11-25 10:28:59,Vol: 16537 | Ratio: 0.00
2025-09-19 11:30:47,2025-09-19,ES.v.0,6689.75,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,5.257623554153524,BUYING_TAIL,AM_SESSION,14106,0,3863,249.36,2025-11-25 10:05:06,"Tail (11t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY]"
2025-09-19 15:50:45,2025-09-19,ES.v.0,6727.0,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,5.257623554153524,SELLING_TAIL,PM_SESSION,49693,0,3189,184.56,2025-11-25 11:18:51,"Tail (19t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-09-19 14:40:21,2025-09-19,ES.v.0,6715.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,1.6561514195583593,GAP_ZONE,PM_SESSION,5977,0,4535,310.88,2025-11-25 10:30:02,"Gap (8t) [WEAK: Vol=MODERATE, Δ=WEAK, Time=LATE] [RECLASS: CHOP] [PM_WEAK]"
2025-09-19 15:00:15,2025-09-19,ES.v.0,6718.5,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,3.1545741324921135,GAP_ZONE,PM_SESSION,22423,0,3427,207.33,2025-11-25 11:15:08,"Gap (10t) [WEAK: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-09-22 16:29:58,2025-09-22,ES.v.0,6754.5,REVERSAL_ENTRY,SUPER_WALL,SHORT_DEFENSE,10.0,ASK_ABSORPTION,PM_SESSION,58219,0,3642,278.51,2025-11-25 14:41:00,Vol: 12369 | Ratio: 0.00 + WALL
2025-09-22 16:29:58,2025-09-22,ES.v.0,6751.75,REVERSAL_ENTRY,SUPER_WALL,SHORT_DEFENSE,8.914681287472389,ASK_ABSORPTION,PM_SESSION,47205,0,3365,222.09,2025-11-25 12:04:51,Vol: 12828 | Ratio: 0.00 + WALL
2025-09-22 16:29:58,2025-09-22,ES.v.0,6749.75,REVERSAL_ENTRY,SUPER_WALL,SHORT_DEFENSE,5.559719154307353,ASK_ABSORPTION,PM_SESSION,12034,0,3310,206.08,2025-11-25 12:03:40,Vol: 12034 | Ratio: 0.00
2025-09-22 16:29:58,2025-09-22,ES.v.0,6753.0,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,3.6742663300725784,ASK_ABSORPTION,PM_SESSION,11075,0,3517,242.37,2025-11-25 12:08:58,Vol: 11075 | Ratio: 0.00
2025-09-22 09:30:00,2025-09-22,ES.v.0,6715.25,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,2.563900284001263,BUYING_TAIL,AM_SESSION,87388,76,4496,298.13,2025-11-25 10:30:02,"Tail (39t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-22 10:03:13,2025-09-22,ES.v.0,6721.0,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,1.4791732407699594,GAP_ZONE,AM_SESSION,34656,0,3669,194.11,2025-11-25 11:16:13,"Gap (13t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-22 10:33:49,2025-09-22,ES.v.0,6727.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,1.0354212685389714,GAP_ZONE,AM_SESSION,16266,0,3122,179.43,2025-11-25 11:18:51,"Gap (12t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=EARLY] [RECLASS: CHOP]"
2025-09-22 12:15:34,2025-09-22,ES.v.0,6739.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,0.7765659514042286,GAP_ZONE,PM_SESSION,27306,0,2744,178.51,2025-11-25 11:50:02,"Gap (16t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP] [PM_WEAK]"
2025-09-23 16:29:59,2025-09-23,ES.v.0,6716.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,52975,0,3340,231.18,2025-11-25 10:56:45,Vol: 19403 | Ratio: 0.00 + MAGNET
2025-09-23 16:29:59,2025-09-23,ES.v.0,6708.75,REVERSAL_ENTRY,WALL,LONG_DEFENSE,7.992020712193879,BID_ABSORPTION,PM_SESSION,12272,0,4270,301.24,2025-11-25 10:28:55,Vol: 12272 | Ratio: 0.00
2025-09-23 16:29:59,2025-09-23,ES.v.0,6752.0,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,7.9410890878994955,ASK_ABSORPTION,AM_SESSION,11556,0,3097,188.74,2025-11-25 12:05:00,Vol: 11556 | Ratio: 0.00
2025-09-23 13:27:27,2025-09-23,ES.v.0,6726.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,1.671193922159501,GAP_ZONE,PM_SESSION,49160,0,3258,194.19,2025-11-25 11:18:35,"Gap (41t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP] [PM_WEAK]"
2025-09-23 09:39:07,2025-09-23,ES.v.0,6756.0,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,3.1832265183990494,GAP_ZONE,AM_SESSION,1781,0,4169,308.47,2025-11-25 14:42:16,"Gap (4t) [MODERATE: Vol=LOW, Δ=WEAK, Time=EARLY]"
2025-09-23 11:40:04,2025-09-23,ES.v.0,6742.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,1.7826068503034675,GAP_ZONE,AM_SESSION,9608,0,2536,165.68,2025-11-25 11:50:37,"Gap (5t) [WEAK: Vol=MODERATE, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP]"
2025-09-24 16:29:59,2025-09-24,ES.v.0,6692.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,60924,0,3207,189.79,2025-11-25 10:05:20,Vol: 21261 | Ratio: 0.00 + MAGNET
2025-09-24 09:37:24,2025-09-24,ES.v.0,6719.25,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,5.449819736731785,SELLING_TAIL,AM_SESSION,50506,0,3217,179.52,2025-11-25 11:15:48,"Tail (38t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-09-24 12:12:35,2025-09-24,ES.v.0,6681.0,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,3.1441267711914147,BUYING_TAIL,PM_SESSION,24043,36,3626,167.35,2025-11-25 09:50:38,"Tail (13t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [PM_WEAK]"
2025-09-24 11:46:16,2025-09-24,ES.v.0,6703.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,2.20088873983399,GAP_ZONE,AM_SESSION,32067,0,3546,227.26,2025-11-25 10:28:03,"Gap (23t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP]"
2025-09-25 16:29:59,2025-09-25,ES.v.0,6660.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,75119,0,3418,183.47,2025-11-24 09:56:37,Vol: 28612 | Ratio: 0.00 + MAGNET
2025-09-25 14:04:30,2025-09-25,ES.v.0,6631.0,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,3.0689909157868893,BUYING_TAIL,PM_SESSION,34522,35,1990,98.88,2025-11-21 16:05:28,"Tail (28t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE] [PM_WEAK]"
2025-09-25 11:43:23,2025-09-25,ES.v.0,6673.25,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.091987887715852,SELLING_TAIL,AM_SESSION,7416,0,4256,219.71,2025-11-24 10:12:40,"Tail (8t) [MODERATE: Vol=MODERATE, Δ=WEAK, Time=MIDDAY]"
2025-09-26 16:29:59,2025-09-26,ES.v.0,6697.0,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,10.0,ASK_ABSORPTION,PM_SESSION,31418,0,3694,210.01,2025-11-25 10:05:35,Vol: 15945 | Ratio: 0.00 + WALL
2025-09-26 16:29:59,2025-09-26,ES.v.0,6695.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,7.617058519314157,MAGNET,PM_SESSION,36416,0,3355,185.9,2025-11-25 10:05:31,Vol: 18558 | Ratio: 0.00 + MAGNET
2025-09-26 10:00:13,2025-09-26,ES.v.0,6702.0,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,3.978199466921271,SELLING_TAIL,AM_SESSION,1260,0,3209,206.18,2025-11-25 10:27:43,"Tail (8t) [MODERATE: Vol=LOW, Δ=WEAK, Time=EARLY]"
2025-09-26 10:27:26,2025-09-26,ES.v.0,6657.75,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,2.9836496001909536,GAP_ZONE,AM_SESSION,1677,0,3396,179.17,2025-11-24 09:56:04,"Gap (5t) [MODERATE: Vol=LOW, Δ=WEAK, Time=EARLY]"
2025-09-29 16:29:59,2025-09-29,ES.v.0,6714.25,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,22401,0,3173,237.11,2025-11-25 10:30:01,Vol: 22401 | Ratio: 0.00
2025-09-29 16:29:59,2025-09-29,ES.v.0,6712.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,9.900199600798404,MAGNET,PM_SESSION,20377,0,3061,222.88,2025-11-25 10:29:02,Vol: 20377 | Ratio: 0.00
2025-09-29 15:15:32,2025-09-29,ES.v.0,6699.25,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.65335994677312,BUYING_TAIL,PM_SESSION,18263,8,3018,193.83,2025-11-25 10:23:27,"Tail (13t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-09-30 16:29:59,2025-09-30,ES.v.0,6702.75,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,AM_SESSION,53982,0,2593,143.24,2025-11-25 10:28:02,Vol: 18117 | Ratio: 0.00 + MAGNET
2025-09-30 15:51:33,2025-09-30,ES.v.0,6739.0,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,4.250977724876722,SELLING_TAIL,PM_SESSION,116932,0,2446,149.36,2025-11-25 11:50:01,"Tail (19t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-09-30 11:27:25,2025-09-30,ES.v.0,6693.5,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,3.1882332936575413,GAP_ZONE,AM_SESSION,878,0,3116,162.44,2025-11-25 10:05:30,"Gap (4t) [MODERATE: Vol=LOW, Δ=WEAK, Time=MIDDAY]"
2025-09-30 14:40:13,2025-09-30,ES.v.0,6719.25,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,1.339057983336167,GAP_ZONE,PM_SESSION,13378,0,3001,165.55,2025-11-25 11:15:48,"Gap (9t) [WEAK: Vol=HIGH, Δ=WEAK, Time=LATE] [RECLASS: CHOP] [PM_WEAK]"
2025-09-30 15:02:51,2025-09-30,ES.v.0,6724.0,REVERSAL_ENTRY,SINGLE_PRINT,NEUTRAL_ZONE,2.550586634926033,GAP_ZONE,PM_SESSION,18375,0,2686,190.89,2025-11-25 11:18:01,"Gap (5t) [WEAK: Vol=HIGH, Δ=WEAK, Time=LATE]"
2025-10-01 16:29:59,2025-10-01,ES.v.0,6764.75,REVERSAL_ENTRY,SUPER_WALL,SHORT_DEFENSE,10.0,ASK_ABSORPTION,PM_SESSION,87512,0,4646,336.88,2025-12-16 13:12:53,Vol: 15596 | Ratio: 0.00 + SUPER_WALL
2025-10-01 16:29:59,2025-10-01,ES.v.0,6761.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,3.6505508235688486,ASK_ABSORPTION,PM_SESSION,24667,0,4068,328.49,2025-11-25 14:50:18,Vol: 14149 | Ratio: 0.00 + WALL [RECLASS: CHOP]
2025-10-01 16:29:59,2025-10-01,ES.v.0,6763.0,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,4.611223696841335,ASK_ABSORPTION,PM_SESSION,37101,0,4184,282.94,2025-12-16 13:07:17,Vol: 13424 | Ratio: 0.00 + WALL
2025-10-01 16:29:59,2025-10-01,ES.v.0,6766.75,REVERSAL_ENTRY,WALL,SHORT_DEFENSE,2.8219232351551904,ASK_ABSORPTION,PM_SESSION,10529,0,4926,406.44,2025-12-16 13:29:13,Vol: 10529 | Ratio: 0.00
2025-10-01 09:50:01,2025-10-01,ES.v.0,6708.25,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,1.9808316445473797,BUYING_TAIL,AM_SESSION,22469,11,3038,191.62,2025-11-25 10:28:43,"Tail (13t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-10-01 11:01:08,2025-10-01,ES.v.0,6737.0,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,0.799951241067211,GAP_ZONE,AM_SESSION,22352,0,2590,150.76,2025-11-25 11:49:37,"Gap (8t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP]"
2025-10-01 13:04:21,2025-10-01,ES.v.0,6749.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,0.5999634308004083,GAP_ZONE,PM_SESSION,22215,0,2866,163.53,2025-11-25 12:03:00,"Gap (14t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY] [RECLASS: CHOP] [PM_WEAK]"
2025-10-02 16:29:59,2025-10-02,ES.v.0,6766.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,PM_SESSION,20559,0,4508,357.07,2025-12-16 13:28:56,Vol: 20559 | Ratio: 0.00
2025-10-02 16:29:59,2025-10-02,ES.v.0,6768.25,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,9.986577181208053,MAGNET,PM_SESSION,20358,0,4487,361.69,2025-12-16 13:30:04,Vol: 20358 | Ratio: 0.00
2025-10-02 09:39:53,2025-10-02,ES.v.0,6771.75,REVERSAL_ENTRY,SINGLE_PRINT,SHORT_DEFENSE,8.724832214765101,SELLING_TAIL,AM_SESSION,50928,0,3974,332.05,2025-12-16 14:25:43,"Tail (35t) [STRONG: Vol=HIGH, Δ=WEAK, Time=EARLY]"
2025-10-02 11:38:25,2025-10-02,ES.v.0,6744.0,REVERSAL_ENTRY,SINGLE_PRINT,LONG_DEFENSE,6.7114093959731544,BUYING_TAIL,AM_SESSION,11321,11,1884,101.6,2025-11-25 11:52:34,"Tail (11t) [MODERATE: Vol=HIGH, Δ=WEAK, Time=MIDDAY]"
2025-10-03 16:29:58,2025-10-03,ES.v.0,6778.5,TARGET_EXIT,MAGNET,NEUTRAL_ZONE,10.0,MAGNET,AM_SESSION,16186,0,3668,337.44,2025-12-17 16:00:08,Vol: 16186 | Ratio: 0.00
